"GEO_ID","NAME","S1903_C01_001E","S1903_C01_001M","S1903_C02_001E","S1903_C02_001M","S1903_C01_002E","S1903_C01_002M","S1903_C02_002E","S1903_C02_002M","S1903_C01_003E","S1903_C01_003M","S1903_C02_003E","S1903_C02_003M","S1903_C01_004E","S1903_C01_004M","S1903_C02_004E","S1903_C02_004M","S1903_C01_005E","S1903_C01_005M","S1903_C02_005E","S1903_C02_005M","S1903_C01_006E","S1903_C01_006M","S1903_C02_006E","S1903_C02_006M","S1903_C01_007E","S1903_C01_007M","S1903_C02_007E","S1903_C02_007M","S1903_C01_008E","S1903_C01_008M","S1903_C02_008E","S1903_C02_008M","S1903_C01_009E","S1903_C01_009M","S1903_C02_009E","S1903_C02_009M","S1903_C01_010E","S1903_C01_010M","S1903_C02_010E","S1903_C02_010M","S1903_C01_011E","S1903_C01_011M","S1903_C02_011E","S1903_C02_011M","S1903_C01_012E","S1903_C01_012M","S1903_C02_012E","S1903_C02_012M","S1903_C01_013E","S1903_C01_013M","S1903_C02_013E","S1903_C02_013M","S1903_C01_014E","S1903_C01_014M","S1903_C02_014E","S1903_C02_014M","S1903_C01_015E","S1903_C01_015M","S1903_C02_015E","S1903_C02_015M","S1903_C01_016E","S1903_C01_016M","S1903_C02_016E","S1903_C02_016M","S1903_C01_017E","S1903_C01_017M","S1903_C02_017E","S1903_C02_017M","S1903_C01_018E","S1903_C01_018M","S1903_C02_018E","S1903_C02_018M","S1903_C01_019E","S1903_C01_019M","S1903_C02_019E","S1903_C02_019M","S1903_C01_020E","S1903_C01_020M","S1903_C02_020E","S1903_C02_020M","S1903_C01_021E","S1903_C01_021M","S1903_C02_021E","S1903_C02_021M","S1903_C01_022E","S1903_C01_022M","S1903_C02_022E","S1903_C02_022M","S1903_C01_023E","S1903_C01_023M","S1903_C02_023E","S1903_C02_023M","S1903_C01_024E","S1903_C01_024M","S1903_C02_024E","S1903_C02_024M","S1903_C01_025E","S1903_C01_025M","S1903_C02_025E","S1903_C02_025M","S1903_C01_026E","S1903_C01_026M","S1903_C02_026E","S1903_C02_026M","S1903_C01_027E","S1903_C01_027M","S1903_C02_027E","S1903_C02_027M","S1903_C01_028E","S1903_C01_028M","S1903_C02_028E","S1903_C02_028M","S1903_C01_029E","S1903_C01_029M","S1903_C02_029E","S1903_C02_029M","S1903_C01_030E","S1903_C01_030M","S1903_C02_030E","S1903_C02_030M",
"8600000US11213","ZCTA5 11213","24163","407","34701","2399","15.6","1.3","51232","9576","73.9","1.5","33295","2515","0.2","0.2","13542","7491","1.8","0.5","32946","6941","0.0","0.1","-","**","6.6","1.1","22917","5901","1.9","0.6","(X)","(X)","11.3","1.5","22868","4389","14.4","1.3","57734","9839","4.3","0.7","36033","9882","36.2","2.0","40205","2925","39.4","2.1","38103","3952","20.1","1.6","20333","2490","14111","485","42116","2372","48.9","3.0","35865","3546","51.1","3.0","48536","4625","41.8","2.7","55885","4783","47.0","2.5","33442","4249","11.2","1.9","43650","15001","10052","496","24148","2587","55.6","3.7","21852","2667","47.8","3.7","18693","3175","7.8","1.8","62625","17395","44.4","3.7","26947","3695","38.7","3.4","24637","3411","5.7","1.4","55556","20016","46.1","(X)","(X)","(X)","48.7","(X)","(X)","(X)","40.8","(X)","(X)","(X)",
"8600000US11214","ZCTA5 11214","31512","429","49828","2741","63.4","1.4","46070","3970","1.2","0.4","71429","28586","0.1","0.1","-","**","29.0","1.5","52616","4722","0.0","0.1","-","**","5.4","0.8","58848","5464","0.9","0.3","69091","18494","10.8","1.1","55455","5944","58.5","1.5","45837","4039","1.8","0.4","41853","11122","35.6","1.5","60782","3073","38.6","1.6","56168","2431","24.0","1.2","24840","2003","21962","595","56627","2437","43.4","1.8","52952","2907","56.6","1.8","59808","3698","73.4","2.1","60119","3616","18.1","1.8","42661","4461","8.5","1.1","53261","7179","9550","544","29475","2491","56.1","2.8","21189","2285","50.6","2.8","17958","2666","5.4","1.2","68190","10870","43.9","2.8","47067","7858","33.8","2.7","36932","6528","10.2","1.9","69231","8181","55.0","(X)","(X)","(X)","56.6","(X)","(X)","(X)","49.7","(X)","(X)","(X)",
"8600000US11215","ZCTA5 11215","29182","462","103716","3761","78.4","1.8","111085","4310","4.6","0.8","70233","19418","0.0","0.1","-","**","8.2","1.0","106066","11456","0.0","0.1","-","**","5.4","1.0","53383","4248","3.3","0.7","94561","22177","14.3","1.3","58870","7482","70.8","1.8","113792","5752","2.5","0.5","67768","10651","53.9","1.5","116206","5001","30.1","1.4","104821","7018","13.5","1.1","55216","4323","16256","567","131182","7224","49.4","2.0","158181","8718","50.6","2.0","114415","11694","77.9","2.1","153934","6968","16.7","2.2","71569","12516","5.5","1.2","70156","16959","12926","587","78676","3757","52.8","2.8","73227","5462","34.8","2.7","58019","6796","18.0","1.9","104500","12404","47.2","2.8","85303","6996","25.8","2.6","59888","11040","21.4","2.6","111895","11915","25.1","(X)","(X)","(X)","23.8","(X)","(X)","(X)","25.6","(X)","(X)","(X)",
"8600000US11216","ZCTA5 11216","23048","539","47107","2635","21.6","1.5","75824","3666","68.3","1.6","39875","2567","0.4","0.3","(X)","(X)","3.4","0.7","56667","14155","0.0","0.1","-","**","4.1","0.9","32000","27493","2.2","0.6","47632","14603","9.5","1.3","43844","12686","19.3","1.3","78377","5756","5.1","0.9","37036","9538","42.4","2.1","60609","3566","35.6","1.8","46733","4547","16.8","1.6","20199","2780","10640","480","53278","2588","37.8","3.2","47435","5941","62.2","3.2","58488","5989","42.2","2.8","81689","9070","47.2","3.3","39344","4080","10.6","2.0","47907","6877","12408","586","38863","2816","51.6","3.1","37008","3385","35.8","2.9","22997","3707","15.9","2.1","82361","10841","48.4","3.1","40501","4240","36.0","3.3","30540","3802","12.4","2.1","81577","8958","40.5","(X)","(X)","(X)","45.1","(X)","(X)","(X)","35.5","(X)","(X)","(X)",
"8600000US11217","ZCTA5 11217","16797","341","87091","6243","61.4","2.5","114432","4859","18.6","1.8","48750","11386","0.2","0.2","(X)","(X)","6.4","1.2","116563","36085","0.0","0.2","-","**","9.8","1.6","41386","9006","3.6","0.9","85781","15422","18.1","1.9","42109","8893","55.3","2.5","122524","9318","2.4","0.6","65526","45385","54.7","2.1","113348","5232","28.2","2.0","74250","11299","14.7","1.4","44754","8630","8308","414","103628","11495","42.5","3.2","114238","17567","57.5","3.2","95760","13594","70.1","2.9","138413","8867","24.8","3.0","38548","6937","5.1","1.6","60547","7496","8489","460","79548","4516","55.3","3.3","(X)","(X)","38.5","3.4","(X)","(X)","16.8","2.4","(X)","(X)","44.7","3.3","(X)","(X)","28.9","3.1","(X)","(X)","15.8","2.8","(X)","(X)","29.2","(X)","(X)","(X)","31.1","(X)","(X)","(X)","26.9","(X)","(X)","(X)",
"8600000US11218","ZCTA5 11218","24909","371","56120","3925","62.1","1.8","61087","4305","9.7","1.3","62253","6028","0.4","0.2","(X)","(X)","14.3","1.3","45208","4032","0.0","0.1","-","**","10.7","1.3","46471","6846","2.8","0.6","53050","26414","16.6","1.3","49090","5499","56.7","1.9","63208","5179","2.8","0.8","35375","13143","42.2","1.7","65056","6280","36.2","2.0","63685","4500","18.8","1.2","30608","3011","16246","586","62781","4074","53.3","2.1","56936","9302","46.7","2.1","68589","6315","74.6","1.8","71892","4346","17.7","1.7","40977","6850","7.7","1.3","36352","7171","8663","535","45247","5353","61.4","3.1","40120","8207","47.1","3.3","28813","4884","14.3","2.4","79716","6220","38.6","3.1","48732","5085","27.6","3.0","39819","9028","11.0","2.1","71375","12875","37.9","(X)","(X)","(X)","39.3","(X)","(X)","(X)","33.7","(X)","(X)","(X)",
"8600000US11219","ZCTA5 11219","26390","429","35974","1355","67.9","1.5","33049","2476","1.4","0.5","46920","21762","0.4","0.3","47143","12669","22.7","1.2","40393","2486","0.0","0.1","-","**","6.8","1.2","37620","7123","0.8","0.3","40898","6944","13.8","1.3","39048","4668","61.7","1.4","32140","2008","6.7","0.8","19389","3058","38.8","1.8","38753","2467","33.1","1.6","46037","2597","21.3","1.4","23017","2366","20517","560","36792","1327","55.1","2.1","32452","2402","44.9","2.1","44493","3459","82.2","1.6","(X)","(X)","11.2","1.3","(X)","(X)","6.7","1.1","(X)","(X)","5873","434","21431","1195","55.8","4.4","18742","2680","47.3","4.3","14418","1435","8.5","2.2","47466","9009","44.2","4.4","30049","5990","31.1","3.6","20905","1597","13.1","2.9","54724","10244","43.1","(X)","(X)","(X)","42.0","(X)","(X)","(X)","41.3","(X)","(X)","(X)",
"8600000US11220","ZCTA5 11220","29399","470","38893","1679","35.0","1.5","46467","3797","2.9","0.6","47013","7605","0.8","0.4","46303","17582","36.3","1.3","33307","2388","0.0","0.1","-","**","22.9","1.3","37381","3290","2.2","0.5","50833","23574","39.8","1.2","38304","2934","20.3","0.9","51261","4390","2.5","0.5","24537","2651","43.6","1.9","43838","2696","37.8","1.7","40904","2571","16.1","1.0","24173","1833","22096","538","36090","1782","50.9","2.1","29738","1854","49.1","2.1","45129","2678","64.0","2.1","40784","2503","24.9","1.7","26447","1990","11.2","1.4","30015","4749","7303","386","31226","3050","52.3","3.1","23538","2346","41.8","3.1","18891","4404","10.5","2.2","61554","10046","47.7","3.1","42268","3813","31.6","3.0","29389","4849","16.0","2.6","67600","18502","42.8","(X)","(X)","(X)","43.5","(X)","(X)","(X)","30.7","(X)","(X)","(X)",
"8600000US11221","ZCTA5 11221","28918","518","40635","2093","29.1","1.5","43938","4673","58.2","1.6","39546","2974","0.8","0.4","(X)","(X)","2.6","0.5","47708","17653","0.0","0.1","-","**","6.5","1.0","31683","10545","2.9","0.7","52527","9121","34.7","1.6","32465","4933","11.0","1.1","70149","9198","4.2","0.8","45136","14518","41.0","1.7","48333","2944","37.8","1.9","40914","4040","17.0","1.3","19212","2754","17246","601","44163","2555","47.3","2.4","36933","2398","52.7","2.4","50231","5708","37.8","2.2","61356","4140","48.1","2.5","33257","3621","14.1","2.0","41995","4470","11672","511","30362","2046","51.7","2.4","(X)","(X)","40.5","2.2","(X)","(X)","11.2","1.7","(X)","(X)","48.3","2.4","(X)","(X)","34.9","2.4","(X)","(X)","13.4","1.7","(X)","(X)","46.9","(X)","(X)","(X)","48.7","(X)","(X)","(X)","40.2","(X)","(X)","(X)",
"8600000US11222","ZCTA5 11222","16689","317","72409","3681","86.9","1.6","72385","4023","2.6","1.0","34491","3601","0.2","0.2","-","**","4.7","0.9","72596","9135","0.0","0.1","-","**","3.2","1.0","82837","28718","2.4","0.7","108676","34096","10.5","1.3","68109","12191","80.0","1.7","74617","4830","3.4","0.9","38088","15415","54.9","2.6","91978","4925","28.2","2.4","54255","3717","13.5","1.7","26544","5465","6591","363","82037","5063","34.2","3.2","88066","9874","65.8","3.2","80629","5081","78.4","2.9","(X)","(X)","14.8","2.8","(X)","(X)","6.7","1.8","(X)","(X)","10098","404","64333","3576","52.0","3.0","60956","5383","33.3","3.2","37630","3715","18.7","2.3","97571","5394","48.0","3.0","67298","6861","29.6","2.4","48670","2500","18.4","2.6","115268","15002","38.3","(X)","(X)","(X)","39.9","(X)","(X)","(X)","37.0","(X)","(X)","(X)",
"8600000US11223","ZCTA5 11223","27532","441","43019","2276","69.9","1.6","44344","2625","4.3","0.8","23214","18896","0.5","0.3","38971","6878","18.9","1.4","45047","5053","0.0","0.1","-","**","5.3","0.9","32036","10653","1.0","0.4","61108","15251","11.2","1.2","37831","4578","64.8","1.6","44678","2841","2.3","0.6","35942","3899","32.7","2.0","53781","4305","38.9","1.7","52423","3280","26.1","1.4","23478","2587","19486","611","52407","2685","44.5","2.4","47119","5477","55.5","2.4","54889","3879","72.2","2.0","57391","4460","18.8","1.9","40833","5734","9.0","1.3","47335","5717","8046","563","22477","2308","58.0","3.8","16616","1989","53.2","4.1","15096","1896","4.8","1.6","70313","13757","42.0","3.8","36613","3312","34.7","3.5","32224","5211","7.3","1.8","70329","10868","41.4","(X)","(X)","(X)","42.3","(X)","(X)","(X)","36.2","(X)","(X)","(X)",
"8600000US11224","ZCTA5 11224","18064","380","28006","4093","68.4","1.6","30865","3273","19.8","1.6","23659","4079","0.3","0.3","38229","29412","4.8","0.7","39333","13793","0.1","0.1","-","**","5.7","1.2","14794","7246","0.9","0.5","40809","35191","14.4","1.5","22582","5570","61.0","1.5","31332","3169","2.0","0.8","(X)","(X)","20.6","1.9","(X)","(X)","39.8","2.8","(X)","(X)","37.6","2.4","(X)","(X)","10771","514","42289","3713","32.8","2.9","37012","5202","67.2","2.9","45556","6204","56.2","3.5","(X)","(X)","37.4","3.3","(X)","(X)","6.5","1.6","(X)","(X)","7293","436","14118","1720","68.0","4.1","(X)","(X)","64.4","4.0","(X)","(X)","3.5","1.8","(X)","(X)","32.0","4.1","(X)","(X)","28.5","4.0","(X)","(X)","3.6","1.4","(X)","(X)","37.4","(X)","(X)","(X)","41.8","(X)","(X)","(X)","29.5","(X)","(X)","(X)",
"8600000US11225","ZCTA5 11225","23133","405","44911","3112","21.1","1.9","65702","9091","69.9","1.8","40791","2467","0.4","0.4","(X)","(X)","3.0","0.8","32827","25431","0.0","0.1","-","**","4.1","1.0","37972","12091","1.5","0.5","70909","25644","10.4","1.2","36014","8128","17.9","1.6","72078","6200","3.5","1.0","36667","13314","39.0","2.1","55432","4327","38.0","2.0","42727","3622","19.5","1.4","32374","5555","13312","527","52779","4263","39.7","3.0","44838","5279","60.3","3.0","58420","5071","45.7","3.2","71344","6178","41.1","3.3","39801","4721","13.2","2.3","41569","8169","9821","568","34017","3671","58.3","3.6","(X)","(X)","46.9","3.8","(X)","(X)","11.4","2.0","(X)","(X)","41.7","3.6","(X)","(X)","28.4","3.5","(X)","(X)","13.3","2.1","(X)","(X)","39.5","(X)","(X)","(X)","45.3","(X)","(X)","(X)","30.4","(X)","(X)","(X)",
"8600000US11226","ZCTA5 11226","36009","460","43399","2527","14.0","1.1","60818","3380","73.0","1.5","41702","1803","0.1","0.1","(X)","(X)","2.9","0.6","36693","18625","0.0","0.1","-","**","7.5","0.9","36202","7191","2.6","0.6","50586","20688","14.5","1.2","37101","5427","10.6","0.9","72392","6537","2.9","0.6","42371","13871","38.8","1.7","48739","3029","39.4","1.6","47496","3079","18.9","1.1","26369","3422","22642","576","49261","2419","44.2","2.3","41175","2278","55.8","2.3","56458","4108","42.8","2.1","63915","3978","45.4","2.2","38668","3505","11.8","1.5","46435","8767","13367","544","32604","2910","57.0","2.9","27901","3196","48.0","2.8","23719","2697","9.0","1.6","59531","17698","43.0","2.9","40574","3361","33.1","3.0","32345","3597","10.0","2.0","89866","19479","44.5","(X)","(X)","(X)","49.9","(X)","(X)","(X)","33.1","(X)","(X)","(X)",
"8600000US11228","ZCTA5 11228","15285","318","64250","3588","71.1","1.7","65761","3306","0.8","0.4","86250","31114","0.3","0.3","118317","43436","23.6","1.6","62423","8466","0.0","0.1","-","**","3.5","0.9","41563","7218","0.7","0.4","57120","27482","9.8","1.4","48777","9083","65.3","1.9","66429","3514","1.7","0.5","35139","33865","32.5","1.8","77024","9016","40.1","2.1","79152","4251","25.7","1.6","35853","2885","11285","348","75792","4487","45.7","2.2","74784","6348","54.3","2.2","76432","6273","77.7","2.3","(X)","(X)","16.0","1.8","(X)","(X)","6.3","1.3","(X)","(X)","4000","284","37826","4012","57.0","4.2","30184","6987","50.7","4.5","23534","5007","6.3","2.2","51250","20300","43.0","4.2","51118","2639","34.2","3.7","46897","8356","8.9","2.6","86563","22485","42.3","(X)","(X)","(X)","44.1","(X)","(X)","(X)","35.4","(X)","(X)","(X)",
"8600000US11229","ZCTA5 11229","30764","526","52168","1953","76.3","1.2","52649","2507","5.5","0.8","26678","10822","0.0","0.1","-","**","14.7","0.9","62735","4866","0.0","0.1","-","**","2.4","0.6","40263","28470","1.1","0.4","35240","16281","7.3","0.9","42737","7742","71.7","1.2","53129","2700","1.6","0.4","24755","10762","29.8","1.4","61434","3037","41.5","1.5","64272","2657","27.1","1.2","25625","2487","21039","541","63294","1977","41.2","1.8","59647","4191","58.8","1.8","67158","5285","75.5","1.9","(X)","(X)","18.2","1.5","(X)","(X)","6.3","1.1","(X)","(X)","9725","497","30177","2915","55.5","3.2","(X)","(X)","52.7","3.2","(X)","(X)","2.8","0.9","(X)","(X)","44.5","3.2","(X)","(X)","37.8","3.1","(X)","(X)","6.7","1.6","(X)","(X)","46.9","(X)","(X)","(X)","49.6","(X)","(X)","(X)","39.8","(X)","(X)","(X)",
"8600000US11230","ZCTA5 11230","30653","430","41068","1954","75.6","1.2","41718","2398","7.9","0.8","46461","6073","0.2","0.2","-","**","9.6","0.8","38279","5726","0.0","0.1","-","**","5.4","0.9","32167","5459","1.2","0.4","46902","7148","8.7","1.0","34559","6868","72.6","1.2","41774","2354","3.6","0.6","27650","7645","33.4","1.7","47730","5641","36.2","1.8","50843","2948","26.8","1.2","21903","1602","20024","538","53114","2708","46.8","1.9","48731","6091","53.2","1.9","55470","4039","75.5","1.7","(X)","(X)","17.8","1.4","(X)","(X)","6.7","1.0","(X)","(X)","10629","509","21288","1443","58.5","2.6","(X)","(X)","52.9","2.5","(X)","(X)","5.6","1.6","(X)","(X)","41.5","2.6","(X)","(X)","33.4","2.6","(X)","(X)","8.1","1.5","(X)","(X)","39.7","(X)","(X)","(X)","42.9","(X)","(X)","(X)","32.1","(X)","(X)","(X)",
"8600000US11231","ZCTA5 11231","15265","359","83310","5416","69.7","2.3","104038","4686","12.5","1.7","23046","5660","0.1","0.2","-","**","5.9","1.2","165219","61343","0.0","0.2","-","**","9.3","1.7","22106","5293","2.5","0.9","147500","57390","19.3","1.9","27121","11015","61.7","2.2","114012","13690","1.5","0.8","48750","48573","46.8","2.3","118851","13897","36.6","2.5","72131","5800","15.1","1.8","24301","6836","8507","454","104263","10555","46.1","3.6","124397","20872","53.9","3.6","92500","9295","69.7","3.5","(X)","(X)","23.5","3.0","(X)","(X)","6.8","2.5","(X)","(X)","6758","442","65533","7657","53.4","4.4","51128","9999","38.5","3.7","29513","3741","15.0","2.8","117232","18783","46.6","4.4","78125","10997","28.6","4.1","50745","11952","17.9","3.8","141083","34382","28.7","(X)","(X)","(X)","28.4","(X)","(X)","(X)","28.4","(X)","(X)","(X)",
"8600000US11232","ZCTA5 11232","8784","294","44474","3462","43.9","3.1","57974","4591","4.1","1.2","41125","19552","1.0","0.8","48750","34094","15.5","1.9","35054","6846","0.1","0.1","-","**","32.3","2.9","38375","4989","3.2","1.3","(X)","(X)","52.6","2.6","38670","4648","26.6","2.3","71055","8722","4.8","1.4","41167","9690","46.8","3.6","51131","4807","33.9","3.1","45234","5904","14.6","2.6","29473","9308","5982","349","41875","4500","52.6","4.3","37313","4476","47.4","4.3","46431","4640","59.9","3.8","49764","7699","25.9","3.3","30175","5589","14.2","3.0","41726","9992","2802","287","42204","5767","49.8","4.3","(X)","(X)","29.8","4.9","(X)","(X)","20.1","4.3","(X)","(X)","50.2","4.3","(X)","(X)","26.6","4.2","(X)","(X)","23.6","3.8","(X)","(X)","38.3","(X)","(X)","(X)","38.1","(X)","(X)","(X)","28.5","(X)","(X)","(X)",
"8600000US11233","ZCTA5 11233","26987","433","33745","2872","6.7","1.0","45341","18691","82.3","1.3","33879","3373","0.2","0.2","15855","14829","1.4","0.4","52375","21806","0.0","0.1","-","**","7.9","1.1","25320","9315","1.7","0.5","45227","35820","14.1","1.3","28023","3039","4.7","0.8","67832","13987","4.9","0.9","36434","12072","39.7","2.0","35491","3068","37.2","1.7","40597","2216","18.2","1.3","20122","2482","16945","560","40201","2836","49.5","2.9","31030","2921","50.5","2.9","50896","4828","31.3","2.1","66476","6413","54.3","2.5","27327","2725","14.3","1.9","40490","6707","10042","515","22988","3068","58.7","3.2","(X)","(X)","51.2","3.2","(X)","(X)","7.5","1.3","(X)","(X)","41.3","3.2","(X)","(X)","33.8","3.0","(X)","(X)","7.5","1.6","(X)","(X)","49.0","(X)","(X)","(X)","50.4","(X)","(X)","(X)","42.6","(X)","(X)","(X)",
"8600000US11234","ZCTA5 11234","32185","439","71115","1904","47.4","1.2","72068","3732","44.3","1.0","70565","2924","0.1","0.1","(X)","(X)","4.5","0.5","83688","17813","0.0","0.1","-","**","2.5","0.6","42411","15336","1.1","0.4","80240","50960","7.8","0.9","59298","6491","43.9","1.2","72152","3828","0.9","0.4","41750","22509","27.1","1.3","75245","3986","47.2","1.4","81741","3569","24.8","1.3","44918","5272","24350","512","82422","2378","41.1","1.6","80459","4181","58.9","1.6","83963","3554","64.5","1.9","100117","2497","27.9","1.7","59851","4141","7.7","1.1","57200","13808","7835","498","36748","4449","62.0","2.9","33559","3253","55.9","3.0","30867","3695","6.1","1.7","116563","31427","38.0","2.9","40585","3702","33.1","2.9","37367","6501","4.9","1.5","72098","12114","44.2","(X)","(X)","(X)","46.3","(X)","(X)","(X)","35.8","(X)","(X)","(X)",
"8600000US11235","ZCTA5 11235","32065","467","42818","2844","86.5","0.9","42263","2721","2.6","0.5","40658","21299","0.2","0.2","(X)","(X)","8.3","0.7","58629","7015","0.0","0.1","-","**","1.2","0.5","30938","15420","1.1","0.4","35833","20800","5.9","0.9","32044","5312","82.5","1.1","42959","2994","2.1","0.6","28100","8568","26.2","1.5","60047","7971","39.9","1.8","63109","4916","31.9","1.6","18291","2018","19124","597","63364","3281","39.5","2.4","63307","11633","60.5","2.4","63391","3735","76.5","2.0","71305","4776","16.9","1.9","45755","7860","6.7","1.3","53114","7575","12941","618","22960","1742","59.3","2.8","20053","3338","54.5","2.9","16113","2641","4.8","1.3","38424","22803","40.7","2.8","31149","3502","35.7","2.9","27612","8574","5.0","1.2","71250","11023","42.9","(X)","(X)","(X)","46.8","(X)","(X)","(X)","36.9","(X)","(X)","(X)",
"8600000US11236","ZCTA5 11236","32442","400","58705","1684","7.3","0.6","37878","3953","85.3","1.0","61938","1732","0.7","0.4","28897","774","2.4","0.3","50170","10993","0.0","0.1","-","**","3.5","0.7","43098","13097","0.9","0.3","49531","7343","6.8","0.8","40880","8042","5.9","0.5","39079","3868","2.0","0.4","28438","5733","30.9","1.5","52157","3111","49.2","1.5","69643","2048","17.9","1.0","42575","5382","24291","603","67152","2095","42.8","1.6","56813","5268","57.2","1.6","74085","2830","49.1","1.6","84463","3120","40.9","1.5","47467","1796","10.0","1.3","54975","7360","8151","498","31849","1308","61.8","3.1","(X)","(X)","56.9","3.3","(X)","(X)","4.9","1.4","(X)","(X)","38.2","3.1","(X)","(X)","31.9","2.9","(X)","(X)","6.3","1.5","(X)","(X)","56.1","(X)","(X)","(X)","57.4","(X)","(X)","(X)","48.8","(X)","(X)","(X)",
"8600000US11237","ZCTA5 11237","16582","363","44950","2489","52.8","2.3","50107","5423","14.7","1.8","41380","4463","0.3","0.2","(X)","(X)","8.5","1.3","70565","7228","0.0","0.2","-","**","20.5","2.1","32887","4238","3.3","0.7","48133","14162","63.5","1.9","36441","3148","20.6","1.6","69030","2907","7.5","1.4","49344","11893","52.9","2.5","50975","3411","28.6","2.3","43680","5119","11.1","1.3","21430","3492","10634","400","37248","3017","54.2","2.7","32234","2380","45.8","2.7","45595","2963","47.4","3.5","51150","6244","34.8","3.3","25493","3089","17.8","2.5","33827","5604","5948","366","50456","4233","45.2","3.8","42957","7633","27.2","3.3","18968","5647","18.0","3.0","81115","7780","54.8","3.8","60683","10888","24.4","3.0","27054","11470","30.4","3.5","80898","5351","50.7","(X)","(X)","(X)","50.2","(X)","(X)","(X)","45.3","(X)","(X)","(X)",
"8600000US11238","ZCTA5 11238","23310","526","70873","4505","44.4","1.9","102089","6256","41.2","1.6","45276","2156","0.1","0.2","-","**","6.3","1.0","82055","19498","0.1","0.1","-","**","4.5","1.0","39808","22859","3.5","0.7","58453","5734","11.2","1.5","46992","10014","40.8","1.9","104282","6293","3.8","0.8","51667","21187","48.3","1.5","86570","3987","31.0","1.7","61169","7728","16.9","1.5","33025","4800","9978","412","80630","3185","42.6","2.8","89620","13413","57.4","2.8","72964","9210","57.8","3.2","117289","9106","31.9","3.1","44219","10446","10.3","2.1","67059","19884","13332","603","60614","3768","55.4","2.9","(X)","(X)","37.8","2.8","(X)","(X)","17.6","2.1","(X)","(X)","44.6","2.9","(X)","(X)","28.2","2.6","(X)","(X)","16.4","2.3","(X)","(X)","37.6","(X)","(X)","(X)","42.2","(X)","(X)","(X)","32.9","(X)","(X)","(X)",
"8600000US11239","ZCTA5 11239","6362","141","26186","5101","39.8","5.5","14921","5571","50.7","5.9","39771","6134","1.1","1.0","41371","15639","2.4","1.8","(X)","(X)","0.0","0.5","-","**","3.9","3.0","45898","35954","2.1","1.4","18864","13997","14.5","3.9","34576","20237","33.7","5.6","14125","1436","0.0","0.5","-","**","21.9","3.9","51549","13997","37.4","5.5","39583","9856","40.7","5.0","13777","1296","3560","349","37414","10123","30.8","6.9","54417","11892","69.2","6.9","27177","8411","32.6","5.5","(X)","(X)","60.9","6.9","(X)","(X)","6.5","4.9","(X)","(X)","2802","352","15783","6002","70.3","8.3","14236","4605","70.3","8.3","14236","4605","0.0","1.1","-","**","29.7","8.3","23194","12711","29.7","8.3","23194","12711","0.0","1.1","-","**","36.7","(X)","(X)","(X)","40.3","(X)","(X)","(X)","30.9","(X)","(X)","(X)",
